# VoxWrite offline Pinyin lexicon v2
# Generated from jieba 0.42.1 + pypinyin 0.55.0 (MIT)
a	啊 阿 嗄 锕
tixindiaodan	提心吊胆
tixing	提醒 体型 题型 体形 梯形 体性
tixu	体虚 体恤
tixudao	剃须刀
tiyan	体验
tiyao	提要
tiye	体液
tiyeer	梯也尔
tiyi	提议 题意
tiyong	题咏
tiyu	体育
tiyuan	体院
tiyubao	体育报
tiyubu	体育部
tiyuchang	体育场
tiyuchangguan	体育场馆
tiyuguan	体育馆
tiyujie	体育界
tiyuju	体育局
tiyuke	体育课
tiyuyundong	体育运动
tizao	提早
tizhang	体长
tizheng	体征
tizhi	体制 体质 题旨
tizhixing	体制性
tizhong	体重
tizi	蹄子 梯子 题字
tizuiyang	替罪羊
tong	同 通 铜 痛 统 童 筒 桶 勭 庝 捅 酮 粡 佟 炵 恸 桐 僮 嗵 瞳 彤 樋 鲖 眮 仝 橦 潼 獞 秱 砼 筩 峝
tonganfan	同案犯
tonganxian	同安县
tongbai	桐柏
tongbaishan	桐柏山
tongbaixiong	童百熊
tongban	同伴 铜板 同班 铜版
tongbao	同胞 通报 通宝 统包
tongbaoxiongdi	同胞兄弟
tongbei	同辈
tongbi	同比 铜币
tongbian	通便
tongbing	通病
tongbingxianglian	同病相怜
tongbu	同步
tongbuyusheng	痛不欲生
tongcai	通才
tongcang	筒仓
tongchang	通常 通畅 同场
tongche	通车 痛彻 童车
tongchema	铜车马
tongchen	痛陈
tongcheng	通称 统称 通城 桐城 铜城
tongchengxian	通城县
tongchi	痛斥
tongchou	统筹
tongchoudikai	同仇敌忾
tongchoujiangu	统筹兼顾
tongchu	痛楚 痛处
tongchuan	铜川 同船
tongchuang	同窗 同创
tongchuanggongzhen	同床共枕
tongchuangyimeng	同床异梦
tongchui	铜锤
tongcun	同村
tongda	通达 痛打 同大
tongdahai	童大海
tongdairen	同代人
tongdalei	佟大雷
tongdang	同党
tongdao	通道 同道
tongdeng	同等
tongdengxueli	同等学力
tongdi	通敌
tongdian	通电 通典
tongdianhua	通电话
tongdiao	同调 铜雕
tongdie	通牒
tongding	铜鼎
tongdingsitong	痛定思痛
tongdu	通读
tonger	童儿
tongfang	同方 同房
tongfangxiang	同方向
tongfen	统分
tongfeng	通风 痛风
tongfengbaoxin	通风报信
tongfengji	通风机
tongfengkou	通风口
tongfuren	佟夫人
tonggaiqianfei	痛改前非
tonggan	同感 痛感
tonggangongku	同甘共苦
tongganku	同甘苦
tonggao	通高 通告
tonggenci	同根词
tonggong	童工 通共 统共 通工
tonggongtongchou	同工同酬
tonggongyi	通工易
tonggou	统购 同构
tonggoutongxiao	统购统销
tonggu	铜鼓
tongguan	潼关 通关 统管 铜管
tonggui	同归
tongguiyujin	同归于尽
tongguo	通过 铜锅
tongguogang	佟国纲
tongguolv	通过率
tonggusi	通古斯
tonghai	通海
tonghaiyun	通海运
tonghang	通航 同行
tonghangye	同行业
tonghao	同好
tonghe	统合 通河 统和
tonghen	痛恨
tonghong	通红
tonghu	铜壶
tonghua	通话 童话 同化 通化
tonghuafei	通话费
tonghuaidao	童怀道
tonghuaji	童话集
tonghuashi	通化市
tonghui	痛悔
tonghuihe	通惠河
tonghuimei	同慧梅
tonghun	通婚
tonghuo	通货 同伙
tonghuojinsuo	通货紧缩
tonghuopengzhang	通货膨胀
tonghuopengzhanglv	通货膨胀率
tongji	统计 同级 通缉 同济 痛击
tongjia	铜价
tongjian	通奸
tongjiang	同江
tongjibiao	统计表
tongjidaxue	同济大学
tongjiju	统计局
tongjiling	通缉令
tongjing	铜镜 痛经 通经
tongjiqu	通济渠
tongjixue	统计学
tongjixuejia	统计学家
tongju	同居
tongjue	痛觉
tongkao	统考
tongkong	瞳孔
tongku	痛苦 痛哭 恸哭
tongkuai	痛快
tongkuailinli	痛快淋漓
tongkuang	铜矿
tongkuliuti	痛哭流涕
tonglanquanju	统揽全局
tongle	同乐
tonglei	同类
tongli	通例 同理 同里 通力
tonglian	通联
tongliang	通量
tongliao	同僚 通辽
tongliben	童立本
tonglie	同列
tonglihezuo	通力合作
tongling	统领 铜陵 铜铃 同龄 通令
tonglinge	佟麟阁
tonglingren	同龄人
tonglingshi	铜陵市
tongliuhewu	同流合污
tonglu	通路 桐庐 同路
tonglun	通论
tongluo	铜锣 通络
tongluren	同路人
tongluxian	桐庐县
tonglv	铜绿
tongma	痛骂
tongmen	同门 铜门
tongmeng	同盟
tongmengguo	同盟国
tongmenghui	同盟会
tongmengjun	同盟军
tongmengtiaoyue	同盟条约
tongmengzhe	同盟者
tongming	同名 通明
tongmou	同谋
tongnan	童男
tongnantongnv	童男童女
tongnian	同年 童年
tongnv	童女
tongpai	铜牌
tongpan	通判 通盘
tongpei	统配
tongpeifu	通配符
tongpen	铜盆
tongpian	铜片 通篇
tongpu	同蒲 僮仆 童仆 通铺
tongqi	同期 铜器 通气
tongqian	铜钱
tongqiangtiebi	铜墙铁壁
tongqie	痛切
tongqilianzhi	同气连枝
tongqing	同情
tongqingdali	通情达理
tongqingxi	童庆禧
tongqingxin	同情心
tongqu	通衢 童趣
tongren	同仁 同人 瞳仁 铜仁 通人
tongrentang	同仁堂
tongrenyiyuan	同仁医院
tongri	同日
tongrieryu	同日而语
tongrong	通融
tongrugusui	痛入骨髓
tongshan	通山 铜山
tongshang	通商 同上
tongshanxian	通山县 铜山县
tongshe	统摄
tongshen	通身 通什
tongsheng	同声 童生
tongshenggongsi	同生共死
tongshengsi	同生死
tongshi	同时 同事 通史 通式 痛失 筒式 同室
tongshicaoge	同室操戈
tongshidai	同时代
tongshoutongzhi	统收统支
tongshu	同属 通书
tongshuai	统帅 统率
tongshuaibu	统帅部
tongshun	通顺
tongsi	铜丝
tongsouwuqi	童叟无欺
tongsu	通俗
tongsuhua	通俗化
tongsuo	铜锁
tongsuyi	同素异
tongtai	同台 同态
tongtang	同堂
tongti	通体
tongtian	通天
tongtianchedi	通天彻地
tongtianhe	通天河
tongtong	统统 通通 通统
tongtongkuaikuai	痛痛快快
tongtou	通透
tongtu	通途
tongwancheng	统万城
tongwang	通往
tongweisu	同位素
tongwenceng	同温层
tongwenguan	同文馆
tongxi	痛惜
tongxia	统辖
tongxiajuexin	痛下决心
tongxian	通县 铜线
tongxiang	通向 同乡 铜像 同向 桐乡
tongxianghui	同乡会
tongxianzhong	同献忠
tongxiao	通宵 通晓
tongxiaodadan	通宵达旦
tongxiaolei	佟小雷
tongxin	通信 痛心 同心 童心
tongxinbing	通信兵
tongxing	通行 同姓 同性 同形 通性
tongxingben	通行本
tongxinglian	同性恋
tongxinglianai	同性恋爱
tongxinglianzhe	同性恋者
tongxingwuzu	通行无阻
tongxingzheng	通行证
tongxinjishou	痛心疾首
tongxintongde	同心同德
tongxinwang	通信网
tongxinweixing	通信卫星
tongxinxian	同心县
tongxinxieli	同心协力
tongxinye	通信业
tongxinyuan	同心圆 通信员
tongxiu	铜锈
tongxiwu	同系物
tongxu	通许
tongxuanfu	童宣抚
tongxue	同学
tongxuehui	同学会
tongxun	通讯
tongxunshe	通讯社
tongxunyuan	通讯员
tongyang	同样 痛痒
tongyangxi	童养媳
tongyangyunhe	通扬运河
tongyao	童谣
tongye	同业 铜业
tongyegonghui	同业公会
tongyi	统一 同意 同一 同义 通义 通译
tongyici	同义词
tongyidang	统一党
tongyige	同一个
tongyilv	同一律
tongyin	痛饮 同音
tongyiti	统一体
tongyitian	同一天
tongyixing	同一性 统一性
tongyiyu	同义语
tongyizhanxian	统一战线
tongyong	通用
tongyongdianqi	通用电气
tongyongdianqigongsi	通用电气公司
tongyonghua	通用化
tongyongji	通用机
tongyongqichegongsi	通用汽车公司
tongyongxing	通用性 通用型
tongyou	桐油 通邮 同游
tongyu	同于
tongyuan	同源 铜元
tongyuangu	通元谷
tongyue	同月
tongyun	彤云
tongze	通则 痛责
tongzhan	统战
tongzhanbu	统战部
tongzhang	通胀
tongzhanglv	通胀率
tongzhao	统招
tongzhen	童贞
tongzheng	通政
tongzhengsi	通政司
tongzhi	统治 同志 通知 同治 统制 同知 通志 同质 铜质 铜制 通直 童稚
tongzhicheng	童志成
tongzhidan	通知单
tongzhihua	同质化
tongzhihui	同志会
tongzhijieji	统治阶级
tongzhiqu	统治区
tongzhiquan	统治权
tongzhishu	通知书
tongzhizhe	统治者
tongzhong	同种 铜钟
tongzhou	通州 同轴
tongzhougongji	同舟共济
tongzhouqu	通州区
tongzhu	铜铸
tongzhuang	童装
tongzhuo	同桌
tongzi	童子 筒子 铜子
tongzijun	童子军
tongzilou	筒子楼
tongzong	同宗
tongzu	同族 同组
tou	头 投 透 偷 緰 骰 钭 綉 敨 頭
touan	投案
touban	头版
toubantoutiao	头版头条
toubao	投保 头孢
toubaojunsu	头孢菌素
toubaoren	投保人
touben	投奔
toubiao	投标
toubicongrong	投笔从戎
toubu	头部
toubuguoqi	透不过气
touchan	投产
touche	透彻
toucheng	投诚
touchou	头筹
touchu	透出
toucun	头寸
toudan	投弹
toudao	偷盗
toudeng	头等
toudengcang	头等舱
toudi	投递 投敌
toudiao	透雕
touding	头顶 透顶
toudu	偷渡 投毒
touduan	头端
touer	头儿
toufa	头发
toufang	投放
toufasi	头发丝
toufeng	透风
tougai	头盖
tougaigu	头盖骨
tougao	投稿
tougong	头功
tougongjianliao	偷工减料
tougu	头骨 透骨
touguang	透光
touguo	透过
touhao	头号
touhe	投河 投合
touhuan	偷换
touhuishi	透辉石
touhun	头昏
touhunnaozhang	头昏脑胀
touhunyanhua	头昏眼花
touji	投机
toujiang	头奖
toujidaoba	投机倒把
toujijia	投机家
toujimogou	偷鸡摸狗
toujin	头巾
toujing	头颈 透镜 投井
toujingbu	头颈部
toujiquqiao	投机取巧
toujishang	投机商
toujixing	投机性
toujizhe	投机者
toukan	偷看
toukao	投靠 投考
toukui	头盔 偷窥
toulan	投篮 偷懒
touli	头里
touliang	透亮
toulianghuanzhu	偷梁换柱
toulie	偷猎
touliezhe	偷猎者
touling	头领
toulou	透漏
toulu	透露 头颅
toumeierqi	投袂而起
toumian	头面
toumianrenwu	头面人物
touming	透明 头名
toumingdu	透明度
touminghua	透明化
toumingxing	透明性
toumu	头目
tounao	头脑
tounaofare	头脑发热
touniu	头牛
toupai	偷拍 头牌
toupi	头皮
toupiao	投票
toupiaoquan	投票权
toupiaoxitong	投票系统
touping	透平
toupixie	头皮屑
toupoxueliu	头破血流
touqi	透气 投契
touqian	头前
touqiang	投枪
touqie	偷窃
touqing	偷情
touqisuohao	投其所好
touqiu	头球 投球
touqixing	透气性
touren	头人 偷人
tourongzi	投融资
touru	投入
toushang	头上
toushanshi	透闪石
toushe	投射 透射
toushen	投身
tousheng	偷生 头绳 头生
toushi	透视 头饰 投师 投石
toushixue	透视学
toushou	投手
toushu	头数 投书
toushui	偷税
toushuixing	透水性
toushujiqi	投鼠忌器
tousong	投送
tousu	投诉 投宿
toutai	投胎 头胎
toutao	头套 偷逃
touteng	头疼
toutengnaore	头疼脑热
toutian	头天
toutiao	头条
touting	偷听
toutong	头痛
toutou	偷偷 头头
toutoumomo	偷偷摸摸
toutounaonao	头头脑脑
toutoushidao	头头是道
toutuo	头陀
touwei	头尾
touxi	偷袭 透析
touxian	头衔 偷闲
touxiang	投降 投向 头像
touxiangpai	投降派
touxiangshu	投降书
touxiangzhuyi	投降主义
touxiao	投效
touxing	头型
touxiongbu	头胸部
touxiongjia	头胸甲
touxu	头绪
touyan	偷眼
touyang	头羊
touyi	投以
touying	投影
touyingji	投影机
touyingyi	投影仪
touyou	头油
touyuan	投缘
touyun	头晕 偷运
touyunmuxuan	头晕目眩
touyunyanhua	头晕眼花
touzhao	头罩
touzhen	头枕
touzhi	投掷 透支
touzhong	投中
touzhongjiaoqing	头重脚轻
touzhu	投注
touzhuanghuaxu	头状花序
touzi	投资 骰子 头子
touzie	投资额
touzifa	投资法
touzifang	投资方
touziguo	投资国
touzipin	投资品
touziren	投资人
touzishang	投资商
touzizhe	投资者
touzou	偷走
tu	图 土 吐 徒 突 涂 途 秃 兔 凸 屠 荼 鍎 钍 悇 菟 宊 梌 圗 鵚 瘏 圖 堍 峹 嶀 怢 葖 鷋 湥 潳 稌 酴
tuan	团 鏄 图案 湪 檲 湍 疃 抟 彖 剸 団 團 慱 貒
tuanbaihui	团拜会
tuanbu	团部
tuanchang	团场
tuancheng	团城
tuanding	团丁
tuandui	团队
tuanfei	团费
tuanfengxian	团风县
tuangou	团购
tuanhua	团花
tuanhui	团徽
tuanhuo	团伙
tuanji	湍急 团级
tuanjie	团结
tuanjieyixin	团结一心
tuanju	团聚
tuankuai	团块
tuanli	团里
tuanlian	团练
tuanliu	湍流
tuanshan	团扇
tuanshanzi	团山子
tuanshengwei	团省委
tuanshiwei	团市委
tuanti	团体
tuantisai	团体赛
tuantuan	团团
tuantuanzhuan	团团转
tuanwei	团委
tuanyuan	团员 团圆
tuanyuanfan	团圆饭
tuanzhang	团长
tuanzhengwei	团政委
tuanzhibu	团支部
tuanzhongyang	团中央
tuanzi	团子
tuanzuzhi	团组织
tuba	图巴 土坝
tuban	凸版
tubang	土邦
tubao	图报 土包
tubaozi	土包子
tubengwajie	土崩瓦解
tubian	突变
tubianlun	突变论
tubiao	图表 图标
tubo	吐蕃
tubu	徒步 土布
tuce	图册
tuceng	土层 涂层
tuchan	土产
tucheng	土城 屠城 途程
tuchengzi	土城子
tuchu	突出 凸出 突触
tuchuang	秃疮
tudan	图丹
tudao	屠刀
tudaoduoji	图道多吉
tudi	土地 徒弟 突地
tudifa	土地法
tudigaige	土地改革
tudigeming	土地革命
tudigemingzhanzheng	土地革命战争
tudimiao	土地庙
tuding	秃顶 图钉
tudishui	土地税
tudou	土豆
tudu	荼毒
tudui	土堆
tudun	土墩
tuer	图尔
tuerhute	土尔扈特
tuerhutebu	土尔扈特部
tuerqi	土耳其
tuerqigongheguo	土耳其共和国
tuerqiren	土耳其人
tuerqiyu	土耳其语
tufa	突发 土法 图法
tufan	吐番
tufang	突防 土方 土房
tufaxing	突发性
tufei	土匪 土肥
tufeimengjin	突飞猛进
tufu	屠夫
tugai	土改 涂改
tugaiyundong	土改运动
tugeniefu	屠格涅夫
tugong	土工
tugunaxin	吐故纳新
tuhao	土豪 兔毫
tuhaolieshen	土豪劣绅
tuhu	屠户
tuhua	图画 土话
tuhuangse	土黄色
tuhuawenzi	图画文字
tuhuo	土货
tuhuoluoyu	吐火罗语
tui	退 推 腿 褪 蜕 蛻 颓 穨 煺 僓 尵
tuibai	颓败
tuibao	退保
tuibi	退避
tuibian	蜕变
tuibing	退兵
tuibisanshe	退避三舍
tuibozhulan	推波助澜
tuibu	腿部 退步
tuice	推测
tuichang	退场
tuichao	退朝 退潮
tuiche	推车
tuichenchuxin	推陈出新
tuichi	推迟
tuichong	推崇
tuichongbeizhi	推崇备至
tuichu	推出 退出
tuici	推辞
tuidai	推戴
tuidang	退党
tuidao	推倒 推导
tuidiao	退掉
tuiding	推定 退订
tuidong	推动
tuidongli	推动力
tuidongzhe	推动者
tuiduan	推断
tuiduzi	腿肚子
tuien	推恩
tuierguangzhi	推而广之
tuierqiuqici	退而求其次
tuifa	腿法
tuifan	推翻
tuifei	颓废
tuifeipai	颓废派
tuigenghailin	退耕还林
tuigu	腿骨
tuiguang	推广
tuihou	退后 推后
tuihua	退化
tuihuabianzhi	蜕化变质
tuihuan	退还
tuihui	退回
tuihun	退婚
tuihuo	退火 退货
tuiji	推挤
tuijian	推荐
tuijianbiao	推荐表
tuijianren	推荐人
tuijianxin	推荐信
tuijiao	腿脚
tuijie	推介
tuijiehui	推介会
tuijin	推进
tuijinji	推进剂
tuijinqi	推进器
tuijiu	推究
tuiju	推举 退居
tuijuerxian	退居二线
tuikai	推开
tuikuan	退款
tuili	推理 推力
tuilu	退路
tuilun	推论
tuimo	推磨
tuina	推拿
tuipei	退赔
tuipi	蜕皮
tuipiao	退票
tuiqiao	推敲
tuiqiu	推求
tuiqu	退去
tuique	退却 推却
tuiran	颓然
tuirang	退让 推让
tuire	退热
tuiru	推入
tuisang	推搡 颓丧
tuisanzusi	推三阻四
tuise	退色
tuishai	褪色
tuishang	推上 腿伤
tuishao	退烧
tuishe	推射
tuishi	颓势 退市
tuishou	退守 推手
tuishui	退税
tuishuo	推说
tuisong	推送
tuisuan	推算
tuisuo	退缩
tuitang	颓唐 推搪
tuitu	推土
tuituji	推土机
tuituo	推托 推脱
tuiwei	退位 推诿 推委
tuiwu	退伍
tuiwujunren	退伍军人
tuixiang	推向 推想
tuixiao	推销
tuixiaoyuan	推销员
tuixie	推卸
tuixing	推行
tuixinzhifu	推心置腹
tuixiu	退休
tuixiujin	退休金
tuixuan	推选
tuixue	退学
tuiyan	推演
tuiyi	退役 推移
tuiyin	退隐
tuizhi	推知 退职
tuizhongbi	推重比
tuizou	退走
tuji	突击 图集 图籍 土鸡
tujia	土家
tujian	土建 图件
tujiazu	土家族
tujidui	突击队
tujiduiyuan	突击队员
tujie	图解
tujili	突击力
tujin	突进
tujing	途径 途经 图景
tujishou	突击手
tujiu	秃鹫
tujue	突厥
tujueyu	突厥语
tukang	土炕
tuke	图克
tukeng	土坑
tukou	吐口
tuku	图库
tukuai	土块
tukuman	土库曼
tukumansitan	土库曼斯坦
tula	图拉
tulan	图兰
tulao	徒劳
tulaowuyi	徒劳无益
tuli	图里
tuliao	涂料
tuliman	涂黎曼
tuling	图灵
tulingji	图灵机
tulong	屠龙
tulongdao	屠龙刀
tulou	土楼
tulu	吐露 屠戮 土路 图录
tulufan	吐鲁番
tulufanshi	吐鲁番市
tulun	土伦 凸轮
tulunbei	土伦杯
tuluzi	图卢兹
tumen	图们
tumenjiang	图们江
tumo	涂抹 吐沫
tumote	土默特
tumou	图谋
tumoubugui	图谋不轨
tumu	土木
tumugongcheng	土木工程
tun	吞 屯 臀 氽 豚 饨 鲀 暾 涒 焞 呑
tuna	吐纳
tunbing	屯兵 吞并
tunbu	臀部
tunfu	吞服
tunisi	突尼斯
tunji	囤积 屯积
tunken	屯垦
tunliang	屯粮
tunmie	吞灭
tunmo	吞没
tunqi	臀鳍
tunqu	褪去
tunsheng	吞声
tunshi	吞噬 吞食 吞蚀
tunshixibao	吞噬细胞
tunshu	屯戍
tuntian	屯田
tuntu	吞吐
tuntuliang	吞吐量
tuntuntutu	吞吞吐吐
tunxi	屯溪
tunyan	吞咽
tunyuntuwu	吞云吐雾
tunzha	屯扎
tunzhu	屯驻
tunzi	屯子
tuo	脱 拖 托 陀 驼 妥 驮 拓 咃 唾 仛 橐 鸵 坨 乇 椭 鼍 沱 跎 佗 砣 庹 侂 箨 酡 柝 媠 杔 讬 彵 毤 沰
tuoba	拓跋 拖把 脱靶
tuobei	驼背
tuobi	托庇
tuobing	托病
tuochan	脱产
tuochang	拖长
tuoche	拖车
tuochu	脱出
tuochuan	拖船
tuochui	脱垂
tuoci	托辞 托词
tuodai	拖带
tuodang	妥当 脱党
tuodi	拖地
tuodiao	脱掉
tuodong	拖动
tuoer	托尔
tuoersi	托尔斯
tuoersitai	托尔斯泰
tuoersuo	托儿所
tuofa	脱发
tuofeng	驼峰
tuofu	托福 托付
tuofusi	托夫斯
tuogang	脱肛
tuogao	脱稿
tuogou	脱钩
tuogu	托孤 托故
tuoguan	托管
tuoguandi	托管地
tuoguang	脱光
tuohuang	拓荒
tuojiang	沱江
tuojie	脱节
tuojiu	脱臼
tuokai	脱开
tuoke	脱壳
tuokou	脱口
tuokouerchu	脱口而出
tuokua	拖垮
tuokuan	拓宽
tuokun	脱困
tuola	拖拉 托拉
tuolaiduo	托莱多
tuolaji	拖拉机
tuolasi	托拉斯
tuolei	拖累
tuoleimi	托勒密
tuoleisi	托雷斯
tuoli	脱离 脱粒 托里
tuolidang	托利党
tuolier	托利尔
tuoliji	脱粒机
tuoling	驼铃
tuoliu	脱硫
tuoliya	托利亚
tuolu	驼鹿
tuolun	拖轮
tuoluo	脱落 陀螺 陀罗
tuoluociji	托洛茨基
tuoluoni	陀罗尼
tuoluosuan	脱落酸
tuoluoyi	陀螺仪
tuoma	唾骂 驼马
tuomao	脱毛 脱帽
tuomasi	托马斯
tuomeng	托梦
tuomin	脱敏
tuomo	唾沫
tuomoxingzi	唾沫星子
tuomuerfeng	托木尔峰
tuoniao	鸵鸟
tuonidaishui	拖泥带水
tuopai	托派 沱牌
tuopan	托盘
tuopi	脱皮
tuopin	脱贫
tuopinzhifu	脱贫致富
tuopu	拓扑 托普
tuopuxue	拓扑学
tuoqi	托起 唾弃
tuoqian	拖欠
tuoqing	脱氢
tuoqiu	椭球
tuoren	托人
tuorong	驼绒
tuoru	拖入
tuose	脱色
tuoshan	妥善
tuoshen	脱身
tuosheng	托生
tuoshi	拖式
tuoshou	脱手 托收
tuoshoukede	唾手可得
tuoshui	脱水
tuosi	托斯
tuosika	托斯卡
tuosikana	托斯卡纳
tuosu	脱俗
tuota	托塔 拖沓
tuotai	脱胎
tuotaihuangu	脱胎换骨
tuotao	脱逃
tuotenamu	托特纳姆
tuotie	妥贴 妥帖
tuotuohe	沱沱河
tuotuolala	拖拖拉拉
tuowang	拖网
tuowei	脱位
tuoxian	脱险
tuoxie	妥协 拖鞋
tuoyan	拖延
tuoyang	脱氧
tuoyanghetanghesuan	脱氧核糖核酸
tuoye	唾液 托叶 拖曳
tuoyexian	唾液腺
tuoyingerchu	脱颖而出
tuoyou	托幼
tuoyuan	椭圆
tuoyuanxing	椭圆形
tuoyuanzhuang	椭圆状
tuoyun	托运 驮运
tuozhan	拓展
tuozhi	拓殖 脱脂
tuozhu	拖住
tuozi	驼子 驮子
tuozonghua	庹宗华
tuozongkang	庹宗康
tupao	土炮
tupi	土坯
tupian	图片 涂片
tupo	突破 土坡
tupodian	突破点
tupokou	突破口
tupoxing	突破性
tupu	图谱
tuqi	突起 凸起 吐气 土气 涂漆
tuqiang	土墙 图强
tuqihuluo	兔起鹘落
tuqiu	土丘
turan	突然 徒然
turang	土壤
turangwuran	土壤污染
turangxue	土壤学
turanxiji	突然袭击
turanxing	突然性
turen	土人
turou	兔肉
turu	突入
turuqilai	突如其来
tuse	土色
tusha	屠杀
tushan	土山 涂山
tusheng	土生
tushengtuzhang	土生土长
tushi	土石 图式 图示 涂饰
tushifang	土石方
tushou	徒手
tushu	图书
tushua	涂刷
tushuguan	图书馆
tushuguanxue	图书馆学
tushuo	图说
tushushi	图书室
tushuzhan	图书站
tusi	土司 图斯 吐丝
tusigoupeng	兔死狗烹
tusihubei	兔死狐悲
tusizi	菟丝子
tusun	徒孙
tuta	图塔
tutai	土台
tutaizi	土台子
tutan	涂炭 图坦
tutechan	土特产
tutechanpin	土特产品
tuteng	图腾
tuti	土体
tutian	土田
tutou	秃头
tutoujing	凸透镜
tuwa	兔娃 图瓦
tuwalu	图瓦卢
tuwei	突围
tuweiliu	土卫六
tuwen	图文
tuwenbingmao	图文并茂
tuwu	突兀 土屋 土物
tuxi	突袭
tuxian	凸显 凸现 突显
tuxiang	图像 图象
tuxiangchuli	图像处理
tuxie	吐血
tuxietuhan	土谢图汗
tuxing	图形 土星 徒刑 土性
tuya	涂鸦
tuyang	图样
tuyao	土窑
tuying	秃鹰
tuyouqiming	徒有其名
tuyouxuming	徒有虚名
tuyu	土语
tuyuhun	吐谷浑
tuzai	屠宰
tuzaichang	屠宰场 屠宰厂
tuzaizi	兔崽子
tuzang	土葬
tuzeng	突增
tuzhang	图章
tuzhangwang	涂长望
tuzhengce	土政策
tuzhi	图纸 土质 土纸
tuzhimofen	涂脂抹粉
tuzhong	途中 徒众
tuzhu	土著
tuzhuan	土砖
tuzhuang	涂装
tuzhuren	土著人
tuzi	兔子 秃子 吐字
tuzitusun	徒子徒孙
tuzu	土族
wa	瓦 挖 娃 嗗 哇 蛙 娲 袜 洼 畖 砙 佤 搲 嗢 攨 韈 劸
wachu	挖出
waci	瓦茨
wadang	瓦当
wadexi	瓦德西
wadi	洼地 袜底
wadiao	挖掉
wadong	挖洞
waer	娃儿 瓦尔
waerde	瓦尔德
waerdeng	瓦尔登
waerna	瓦尔纳
waerte	瓦尔特
wafang	瓦房
wagangjun	瓦岗军
wagena	瓦格纳
wagong	瓦工
waguan	瓦罐
wahudao	瓦胡岛
wai	外 歪 竵 喎 崴
waiban	外办
waibaozhuang	外包装
waibi	外币
waibian	外边
waibiao	外表
waibin	外宾
waibu	外部 外埠
waice	外侧
waiceng	外层
waicha	外差
waichang	外场
